Date : 2021-10-16 22:39:55
Directory : /Users/carltonaikins/Desktop/Home/Programming/projects/sap
Total : 115 files,  5539 codes, 138 comments, 701 blanks, all 6378 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
+------------+------------+------------+------------+------------+------------+
| Dart       |         83 |      4,885 |         44 |        635 |      5,564 |
| XML        |         16 |        254 |         37 |          7 |        298 |
| JSON       |          4 |        243 |          0 |          3 |        246 |
| Groovy     |          3 |         83 |          3 |         20 |        106 |
| YAML       |          3 |         40 |         53 |         22 |        115 |
| Markdown   |          2 |         13 |          0 |          9 |         22 |
| Swift      |          1 |         12 |          0 |          2 |         14 |
| Properties |          2 |          8 |          1 |          2 |         11 |
| C++        |          1 |          1 |          0 |          1 |          2 |
+------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                       | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                          |        115 |      5,539 |        138 |        701 |      6,378 |
| android                                                                                                                                    |         15 |        200 |         39 |         25 |        264 |
| android/app                                                                                                                                |         11 |        158 |         38 |         14 |        210 |
| android/app/src                                                                                                                            |          9 |         63 |         35 |          3 |        101 |
| android/app/src/debug                                                                                                                      |          1 |          3 |          3 |          1 |          7 |
| android/app/src/main                                                                                                                       |          7 |         57 |         29 |          1 |         87 |
| android/app/src/main/res                                                                                                                   |          6 |         44 |         18 |          0 |         62 |
| android/app/src/main/res/drawable                                                                                                          |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/drawable-night                                                                                                    |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/drawable-night-v21                                                                                                |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/drawable-v21                                                                                                      |          1 |          6 |          0 |          0 |          6 |
| android/app/src/main/res/values                                                                                                            |          1 |         10 |          9 |          0 |         19 |
| android/app/src/main/res/values-night                                                                                                      |          1 |         10 |          9 |          0 |         19 |
